geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value daf2_d15_N2_d15,log2FC,Student's T-test Test statistic daf2_d15_N2_d15,Sign p-val: 0.05 
"CELE_Y54G2A,41",-4.39632,5.1799,Q4R169,Uncharacterized protein,13.7803,14.1512,13.4885,13.1961,17.8303,17.5803,18.6048,18.186,5.1799,0,-4.39632,-14.5509,+
"CELE_F59A6,10",0.360691,0.340919,Q4TT99,Uncharacterized protein,15.3435,15.4574,14.628,15.5692,14.5141,14.0738,15.9354,15.0321,0.340919,0.378221,0.360691,0.796445,
"CELE_E02D9,1",0.242959,0.687323,Q4W4Y5;Q8MXD9,Uncharacterized protein,16.8482,16.8811,16.8432,17.3608,16.5384,16.5548,16.863,17.0053,0.687323,0.154333,0.242959,1.41994,
rad-8,-0.755217,1.99065,Q4W4Z2,"Reticulon-4-interacting protein 1, mitochondrial",13.8104,14.7111,14.3899,14.6009,15.0482,15.1037,15.1393,15.2419,1.99065,0.0108327,-0.755217,-3.68927,+
"CELE_W03G9,8",-0.604572,0.429119,Q4W503,Uncharacterized protein,12.28,10.104,11.6886,11.6874,12.4173,12.1045,10.8612,12.7954,0.429119,0.299509,-0.604572,-0.963967,
"CELE_Y51F10,11",-0.34269,0.858174,Q4W5H0,Uncharacterized protein,12.0355,12.0472,11.7053,11.9103,12.176,12.1444,11.9493,12.7995,0.858174,0.10363,-0.34269,-1.70738,
mrpl-39,-0.43036,1.14326,Q4W5T0,"Mitochondrial Ribosomal Protein, Large",12.1621,11.9642,11.5734,12.1133,12.4467,12.0855,12.2433,12.7588,1.14326,0.057222,-0.43036,-2.18161,
"CELE_H20J04,9",-2.20217,2.79439,Q4W5T6,Uncharacterized protein,12.06,12.0456,11.5478,12.0815,12.9997,14.4874,14.3761,14.6805,2.79439,0.0030197,-2.20217,-5.43792,+
"CELE_H39E23,3",-1.09686,0.503513,Q564Q6,Uncharacterized protein,15.631,15.9019,15.2624,14.9391,17.9146,13.7946,17.9463,16.4664,0.503513,0.245225,-1.09686,-1.09954,
"CELE_F43D2,6",0.166831,0.0839436,Q564S3,Uncharacterized protein,15.5677,13.7686,12.7569,14.366,14.4454,13.5064,13.0191,14.8209,0.0839436,0.774692,0.166831,0.232004,
"C54C8,12",0.27899,0.408352,Q564S8,Uncharacterized protein,15.6484,15.4226,14.7684,14.7101,15.4157,14.6004,14.7711,14.6464,0.408352,0.315501,0.27899,0.925266,
"CELE_Y87G2A,19",-1.32043,4.4733,Q56VY4,Uncharacterized protein,12.2081,11.9805,11.7786,12.0128,13.5297,13.2464,13.1452,13.3403,4.4733,0.000258706,-1.32043,-10.9958,+
ngp-1,-0.556822,0.891871,Q56VZ2;Q9U365;Q9XXN4,Nucleolar GTP-binding protein 2,13.4381,13.9769,14.8456,13.735,14.5733,14.2996,14.691,14.6589,0.891871,0.0964559,-0.556822,-1.76351,
"CELE_H06I04,3",-1.08104,2.418,Q5CCJ2;Q9N5N9,Putative rRNA methyltransferase,13.4427,13.5882,13.8308,14.4086,14.6436,14.9246,14.876,15.1502,2.418,0.00476279,-1.08104,-4.56776,+
fitm-2,-1.61593,1.61999,Q5CZ37,FIT family protein fitm-2,10.8379,12.7044,12.4444,13.1852,13.4632,14.328,13.9195,13.9249,1.61999,0.0214332,-1.61593,-3.00063,+
"C33F10,14",-0.318688,0.45387,Q5DX36,Uncharacterized protein,14.6952,14.5424,15.266,15.0796,15.6667,15.5691,15.1306,14.4916,0.45387,0.280582,-0.318688,-1.00957,
tag-261,0.764611,1.3944,Q5F4U5,Uncharacterized protein,14.7098,15.2704,15.0031,15.0972,15.0082,14.0641,14.2061,13.7436,1.3944,0.0337328,0.764611,2.60617,+
"C55A6,12",-3.19793,3.06781,Q5FC47,Uncharacterized protein,11.8536,11.9241,11.6541,12.0588,16.2324,14.476,13.9785,15.5954,3.06781,0.00205837,-3.19793,-6.13846,+
"CELE_T06E4,12",3.30818,2.26933,Q5FC67,Uncharacterized protein,14.442,15.2804,13.9555,15.7633,12.5631,10.7204,10.1294,12.7956,2.26933,0.00627101,3.30818,4.25027,+
nkat-3,0.708097,1.51252,Q5FC69;Q8MP09,Nematode Kynurenine AminoTransferase,15.5566,16.087,15.5279,16.038,15.1522,14.6581,14.9487,15.6182,1.51252,0.026328,0.708097,2.81079,+
sfxn-5,0.678912,0.646605,Q5FC79,Sideroflexin-5,14.5009,13.9855,14.9161,15.131,13.8271,12.8526,14.9451,14.1932,0.646605,0.170176,0.678912,1.35029,
"CELE_ZK1320,13",-2.76805,0.296399,Q5FC82,Uncharacterized protein,14.0755,16.2651,16.0652,0,14.5406,14.6705,14.7153,13.5517,0.296399,0.425575,-2.76805,-0.70825,
hsp-25,1.09332,3.60451,Q5H9M9,Heat Shock Protein,19.1294,19.1684,19.2393,19.6834,18.1122,18.1912,18.3867,18.157,3.60451,0.00109091,1.09332,7.71557,+
"M142,8",0.737388,1.42729,Q5WRN3,"Protein-lysine N-methyltransferase M142,8",13.4852,13.9695,14.0258,14.3351,13.0888,12.6901,13.398,13.6892,1.42729,0.0315369,0.737388,2.66275,+
"C06A6,4",0.481537,1.43962,Q5WRS4,Aminoacylase,17.1106,16.9716,17.2676,17.5581,16.9052,16.6923,16.4074,16.9769,1.43962,0.0303512,0.481537,2.68405,+
npp-21,0.107409,0.19642,Q5WRT8;Q5WRT9,Nuclear Pore complex Protein,17.414,17.5325,17.0739,17.2208,17.7378,16.9229,16.9394,17.2115,0.19642,0.559612,0.107409,0.498042,
"B0280,13",-0.44752,0.333061,Q5WRU4,Uncharacterized protein,13.6391,14.2749,13.5065,11.7694,14.1248,13.1956,13.7111,13.9485,0.333061,0.384981,-0.44752,-0.781077,
lec-12,-0.89928,1.24364,Q5ZR27,Galectin,15.4706,15.6622,15.8167,15.621,15.5599,16.4096,16.8823,17.3158,1.24364,0.0462934,-0.89928,-2.34993,+
"R144,12",-0.673421,1.46804,Q629J5,"Uncharacterized protein R144,12",13.913,14.4829,14.4801,15.06,15.2292,14.9673,15.1111,15.3221,1.46804,0.0285134,-0.673421,-2.73328,+
"Y54E10A,11",-0.537267,0.577862,Q65XX2,E3 ubiquitin-protein ligase listerin,14.4227,14.0483,13.0511,14.4521,13.8045,14.4295,15.1889,14.7004,0.577862,0.202319,-0.537267,-1.23117,
"CELE_Y47G6A,15",-0.759937,2.53167,Q65XX4,Uncharacterized protein,16.3043,15.8468,16.1891,16.2739,16.6756,17.1893,16.7674,17.0216,2.53167,0.00392742,-0.759937,-4.82007,+
mvk-1,-0.789061,0.573231,Q65XX9,MeValonate Kinase,12.1101,11.9624,10.6292,11.7743,12.2138,12.5778,13.7555,11.0853,0.573231,0.204717,-0.789061,-1.22307,
plin-1,0.355327,0.731577,Q65ZB1,PeriLIpiN homolog,17.4979,18.2768,17.2545,17.3739,17.2277,17.3114,17.0929,17.3499,0.731577,0.137885,0.355327,1.49503,
dhs-30,-1.07266,0.328338,Q65ZI3,"DeHydrogenases, Short chain",15.6028,16.1071,15.846,16.0798,15.3614,21.1207,15.9257,15.5186,0.328338,0.389796,-1.07266,-0.771802,
ttr-49,4.4507,5.7925,Q65ZI4,TransThyretin-Related family domain,17.058,17.2293,16.6356,17.2676,12.302,12.2538,12.7829,13.0491,5.7925,0,4.4507,18.4925,+
mrps-24,2.32766,3.30385,Q688C0,"28S ribosomal protein S24, mitochondrial",14.1144,14.9654,14.3147,14.5642,12.3783,11.3612,12.1849,12.7237,3.30385,0.00161151,2.32766,6.79652,+
"CELE_Y94H6A,5",-0.581113,0.925348,Q688Z3,Uncharacterized protein,12.1083,12.0426,10.8986,12.0034,12.3879,11.9986,12.3295,12.6614,0.925348,0.0901371,-0.581113,-1.81918,
pqn-83,0.137615,0.257008,Q69YZ0;Q69YZ1;Q9U2K1,Prion-like-(Q/N-rich)-domain-bearing protein,16.6253,16.7672,16.3789,16.5166,16.2513,16.0192,16.4984,16.9687,0.257008,0.471974,0.137615,0.627674,
mlc-7,-0.248283,0.61223,Q69Z12,Myosin Light Chain,16.4856,16.1082,16.1843,16.1847,16.695,16.0943,16.3151,16.8517,0.61223,0.186452,-0.248283,-1.29099,
"CELE_T12D8,10",0.637705,0.493711,Q69ZI6,Uncharacterized protein,15.9888,15.9719,16.2269,16.167,15.4838,13.8722,15.7592,16.6885,0.493711,0.250706,0.637705,1.08192,
"CELE_F10G8,9",-0.573343,0.585319,Q6A1T5,Uncharacterized protein,13.3364,13.3803,13.8428,14.4268,15.3448,13.9658,14.4165,13.5526,0.585319,0.199203,-0.573343,-1.2442,
hpo-34,-0.465343,1.84609,Q6A2D2,Uncharacterized protein,16.6971,16.7921,16.9003,16.9322,17.023,17.1864,17.6075,17.3661,1.84609,0.0141252,-0.465343,-3.41373,+
"CELE_Y44E3A,4",0.0477524,0.0506049,Q6A573,Uncharacterized protein,16.4779,16.8766,16.1438,16.5983,16.2343,16.9737,15.7573,16.9402,0.0506049,0.857327,0.0477524,0.144271,
mrpl-21,0.184259,0.273458,Q6A575,"Mitochondrial Ribosomal Protein, Large",13.9861,14.653,13.8246,14.0806,14.4003,13.8027,13.4329,14.1714,0.273458,0.452362,0.184259,0.66164,
"CELE_T04B8,5",-2.09747,2.60033,Q6A583,Uncharacterized protein,11.6215,12.0219,11.7153,11.3131,13.46,12.7915,14.3169,14.4934,2.60033,0.00354749,-2.09747,-4.97671,+
ubxn-3,-1.05356,4.89658,Q6A589,UBX-containing protein in Nematodes,15.4807,15.4731,15.2595,15.3601,16.607,16.3097,16.4135,16.4574,4.89658,0,-1.05356,-13.0125,+
"CELE_Y37E3,17",0.495373,0.491421,Q6AW03,Uncharacterized protein,13.6248,12.9538,11.6254,12.2282,11.8239,12.0887,12.0055,12.5325,0.491421,0.252145,0.495373,1.0778,
cogc-3,0.308946,0.175182,Q6AW08,Conserved Oligomeric Golgi (COG) Component,12.0675,12.0771,11.6619,11.8101,12.3131,9.6913,11.6085,12.7679,0.175182,0.594565,0.308946,0.450657,
spp-23,-0.352214,0.976928,Q6AW11,SaPosin-like Protein family,12.2946,11.9499,11.6338,11.8903,12.3427,12.01,12.2159,12.6088,0.976928,0.0803957,-0.352214,-1.90486,
"CELE_F53F4,16",-1.90171,2.23986,Q6BES8,Uncharacterized protein,11.7961,12.9974,11.01,12.0372,13.326,14.2557,14.0012,13.8646,2.23986,0.00671164,-1.90171,-4.18891,+
ins-19,-0.657355,1.41675,Q71UE4,INSulin related,18.0157,17.217,17.9907,18.3078,18.3808,18.7494,18.6096,18.4208,1.41675,0.032086,-0.657355,-2.64459,+
"CELE_Y94H6A,10",0.80996,2.16533,Q75MI6,Uncharacterized protein,17.6574,17.6215,17.7797,17.7421,16.538,17.4284,16.6627,16.9319,2.16533,0.00776546,0.80996,4.03596,+
pgrn-1,-1.06869,0.951129,Q7JKP2;Q9U362,ProGRaNulin homolog,9.70244,11.859,11.6127,11.9019,12.267,12.9445,12.3096,11.8298,0.951129,0.085712,-1.06869,-1.86202,
hsr-9,-0.324048,1.14932,Q7JKP6,Protein hsr-9,16.0317,15.9602,15.6168,15.7979,16.3493,16.183,15.847,16.3235,1.14932,0.0563675,-0.324048,-2.19173,
ret-1,-1.11208,0.994671,Q7JLB1,Reticulon-like protein,13.1127,13.4185,11.3005,12.6765,14.2569,14.2289,12.8314,13.6393,0.994671,0.0774487,-1.11208,-1.93433,
pqn-70,-0.716505,0.922587,Q7JLH5,Prion-like-(Q/N-rich)-domain-bearing protein,14.5137,14.4144,13.9209,14.5265,14.0693,15.022,15.8111,15.3392,0.922587,0.0904894,-0.716505,-1.81459,
"CELE_F32D8,12",0.174732,0.563296,Q7JLJ0;Q8I4K2,Uncharacterized protein,15.3337,15.4861,14.8994,15.3701,14.9826,14.9821,15.1929,15.2328,0.563296,0.210114,0.174732,1.20564,
dur-1,-0.532709,1.48349,Q7JLY2,Dauer Up-Regulated,11.7927,11.9885,11.4378,12.0088,12.5374,11.9518,12.314,12.5556,1.48349,0.0277181,-0.532709,-2.76014,+
dur-1,1.81905,4.59397,Q7JLY3,Dauer Up-Regulated,17.7147,18.0063,17.4675,17.611,15.9272,15.5651,16.061,15.97,4.59397,0,1.81905,11.5389,+
"CELE_F40F12,7",-0.0159628,0.0190369,Q7JMS5,Uncharacterized protein,14.9509,15.1215,14.9111,15.1161,15.0627,14.2614,15.2752,15.5642,0.0190369,0.946527,-0.0159628,-0.056062,
"B0361,3",-2.25898,2.66603,Q7JPQ6,"Uncharacterized protein B0361,3",11.9091,12.0149,12.7252,11.8162,14.8225,13.4105,14.1106,15.1577,2.66603,0.00332883,-2.25898,-5.12973,+
npp-16,-0.623633,2.50026,Q7K6X4;Q9U240,Nuclear Pore complex Protein,16.4152,16.6547,16.2606,16.4223,17.1943,16.9702,16.8167,17.2661,2.50026,0.0042998,-0.623633,-4.74948,+
gpi-1,0.359595,0.185365,Q7K707,Glucose-6-phosphate isomerase,16.153,15.7379,18.4071,18.3888,16.556,17.596,16.5527,16.5436,0.185365,0.57798,0.359595,0.473516,
tbc-17,-1.30767,0.352216,Q7K711;Q9U2D8,TBC (Tre-2/Bub2/Cdc16) domain family,12.0179,13.1881,11.7269,6.15832,12.529,11.4439,11.7134,12.6357,0.352216,0.366993,-1.30767,-0.818398,
ddl-3,-0.513015,1.16186,Q7K742;Q9XW00,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),11.9764,11.9052,11.3171,11.9558,12.2988,12.0735,12.0516,12.7827,1.16186,0.054671,-0.513015,-2.21269,
"CELE_Y106G6D,8",0.820632,1.12055,Q7K7C1,Uncharacterized protein,14.6222,14.3204,15.632,14.1855,14.0842,13.2728,14.0766,14.0439,1.12055,0.0599092,0.820632,2.14371,
gsa-1,-1.24775,2.23272,Q7KPV0,"G protein, Subunit Alpha",15.214,16.3234,16.2761,16.1017,16.9639,17.3648,16.9979,17.5796,2.23272,0.00672925,-1.24775,-4.17411,+
"CELE_R02C2,7",1.29596,1.59421,Q7KPV8,Uncharacterized protein,16.2351,16.5722,16.4161,16.3013,15.4839,15.0336,13.9064,15.917,1.59421,0.0224201,1.29596,2.95475,+
emc-6,-3.37269,4.70985,Q7KPW6,EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog,12.1082,11.9211,11.5207,11.7367,14.8078,15.1112,14.9402,15.9183,4.70985,0,-3.37269,-12.0838,+
mrpl-1,0.157228,0.494289,Q7KPW7,"Mitochondrial Ribosomal Protein, Large",13.5628,13.2891,13.5995,13.5227,13.3895,13.5413,12.9663,13.4481,0.494289,0.250281,0.157228,1.08297,
"CELE_W09G3,8",-0.505126,2.04764,Q7YTG6,Uncharacterized protein,11.8691,11.9608,11.729,11.7697,12.576,12.0695,12.193,12.5105,2.04764,0.00942097,-0.505126,-3.80064,+
cpsf-4,-0.485077,1.45242,Q7YTG9,Cleavage and Polyadenylation Specificity Factor,12.0493,11.9724,11.5866,12.0596,12.4917,12.1593,12.1986,12.7586,1.45242,0.0295724,-0.485077,-2.7062,+
"CELE_Y57G11C,43",-0.258302,0.142037,Q7YTI4,Uncharacterized protein,14.8832,13.5587,12.6053,11.8203,12.884,13.7575,13.7295,13.5297,0.142037,0.65442,-0.258302,-0.374309,
"CELE_Y57G11C,40",0.427887,0.431083,Q7YTI7,Uncharacterized protein,16.9135,16.0801,16.0037,17.709,16.4952,16.2212,15.7327,16.5456,0.431083,0.298198,0.427887,0.967605,
"CELE_T09A5,15",-1.25066,1.45503,Q7YTK7,Uncharacterized protein,12.069,12.098,11.6958,11.7252,13.3454,12.7707,12.1844,14.2902,1.45503,0.029346,-1.25066,-2.71072,+
"C27B7,9",1.16805,0.829173,Q7YTR9,Uncharacterized protein,16.7246,16.129,16.4295,15.9513,13.864,16.815,15.6793,14.2038,0.829173,0.110478,1.16805,1.65897,
ero-1,-0.658898,0.810428,Q7YTU4;V6CJW5,Endoplasmic reticulum oxidoreductin-1;Endoplasmic Reticulum Oxidase,12.3521,13.2777,12.8497,12.2113,13.2445,13.1695,12.6853,14.2271,0.810428,0.115253,-0.658898,-1.62762,
grsp-1,1.67579,3.10903,Q7YWQ8,Glycine Rich Secreted Protein,13.3254,14.0907,14.2341,14.5214,12.4422,12.1599,12.3261,12.5402,3.10903,0.00194984,1.67579,6.24964,+
"CELE_Y42A5A,5",-0.294214,0.614481,Q7YWR3,Uncharacterized protein,12.2942,12.0372,11.6571,11.9676,12.4975,11.7665,12.2692,12.5999,0.614481,0.185278,-0.294214,-1.29489,
"CELE_Y26E6A,3",0.659873,0.188774,Q7YWR7,Uncharacterized protein,15.0177,15.7476,12.1823,15.7047,14.0916,11.6409,16.8517,13.4285,0.188774,0.572879,0.659873,0.481111,
"CELE_T23F11,6",0.718317,1.21262,Q7YWS5,Uncharacterized protein,16.1091,16.3239,16.1854,15.6504,15.8258,14.7003,15.0779,15.7916,1.21262,0.0489199,0.718317,2.29775,+
flp-28,1.29652,1.76581,Q7YWT6,FMRF-Like Peptide,14.5318,15.007,15.0168,14.0387,13.7539,12.6805,14.0319,12.942,1.76581,0.0163492,1.29652,3.26473,+
mig-14,0.0649452,0.167488,Q7YWX7,Protein wntless homolog,13.9747,14.4753,14.3225,14.0959,14.0966,14.4351,13.9695,14.1074,0.167488,0.606169,0.0649452,0.433206,
mrpl-53,0.0101001,0.00783751,Q7YX52,"Mitochondrial Ribosomal Protein, Large",15.5073,15.7968,15.4583,15.5241,15.2733,15.2281,14.9277,16.817,0.00783751,0.976643,0.0101001,0.0233669,
"CELE_D1086,8",0.677735,1.48886,Q7YX57,Uncharacterized protein,15.5274,15.7191,15.1111,15.2435,15.2919,14.5566,14.3483,14.6934,1.48886,0.0274678,0.677735,2.76949,+
"C40H1,9",-0.171897,0.258931,Q7YX60,Uncharacterized protein,15.2087,15.2913,14.8107,14.3161,15.4601,14.7192,14.9765,15.1586,0.258931,0.469499,-0.171897,-0.631669,
"C26C6,9",-0.586441,1.6955,Q7YX71,Uncharacterized protein,12.0767,11.8194,11.6851,11.5142,12.5114,12.1524,12.0863,12.691,1.6955,0.0183718,-0.586441,-3.13637,+
"C08F8,9",-0.210437,0.257266,Q7YX96,Uncharacterized protein,17.8773,18.296,18.3181,18.6154,18.7087,18.749,18.8919,17.5991,0.257266,0.471695,-0.210437,-0.628211,
"CELE_H06H21,8",-0.867316,1.50567,Q7YXH1,Uncharacterized protein,12.3667,13.1475,12.84,12.9854,13.5313,13.7932,13.1209,14.3636,1.50567,0.0267593,-0.867316,-2.79881,+
"CELE_Y4C6B,7",-0.0864928,0.0942523,Q7YZG3;V6CKD2,Uncharacterized protein,16.1273,16.1895,15.4282,15.4713,16.1482,15.4638,15.437,16.5133,0.0942523,0.752358,-0.0864928,-0.25816,
ttr-7,0.161802,0.401708,Q7YZH4,TransThyretin-Related family domain,15.0094,14.8551,14.5843,15.0289,14.8288,14.4518,14.4909,15.059,0.401708,0.32105,0.161802,0.912796,
tps-1,-0.241967,0.39125,Q7YZT6,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1",16.488,16.316,16.659,16.6981,16.8857,17.3436,16.7977,16.102,0.39125,0.330826,-0.241967,-0.893074,
vem-1,-0.152005,0.291443,Q7YZW5,Protein vem-1,16.0491,16.228,15.8904,15.8476,16.607,15.6555,16.0707,16.2897,0.291443,0.430203,-0.152005,-0.698253,
tnt-2,0.89427,3.53771,Q7Z072,TropoNin T,20.218,20.4853,20.2101,20.3248,19.6742,19.3387,19.1985,19.4497,3.53771,0.00116411,0.89427,7.503,+
"B0261,8",-0.511458,1.35095,Q7Z116,Uncharacterized protein,12.2878,11.9255,11.6257,11.6934,12.4891,12.057,12.3296,12.7025,1.35095,0.0368236,-0.511458,-2.53181,+
hyl-2,0.719838,0.661113,Q7Z139,Ceramide synthase hyl-2,15.4693,15.8151,15.4765,15.7938,15.0913,13.7055,14.6864,16.1924,0.661113,0.16422,0.719838,1.37517,
"CELE_ZK418,9",0.297487,0.384492,Q7Z145,Uncharacterized protein,15.7247,16.1696,16.4265,16.2533,15.3709,15.8173,15.486,16.7099,0.384492,0.337352,0.297487,0.880268,
alh-12,1.18694,5.54356,Q7Z1Q3,ALdehyde deHydrogenase,17.7648,17.7094,17.9551,17.9825,16.6347,16.6521,16.6552,16.7222,5.54356,0,1.18694,16.7805,+
"CELE_M60,4",0.224652,0.433781,Q7Z2A6,Uncharacterized protein,19.7885,19.1251,19.0803,19.4543,19.081,19.1263,18.7783,19.5641,0.433781,0.296576,0.224652,0.972599,
grd-13,3.73511,2.14649,Q7Z2A9,GRounDhog (Hedgehog-like family),16.8841,13.4366,16.1873,17.6936,12.5553,12.1016,12.052,12.5523,2.14649,0.00833781,3.73511,3.99779,+
fars-1,0.0240979,0.0305815,Q86B36,Phenylalanyl Amino-acyl tRNA Synthetase,16.2404,16.528,16.4464,16.6684,17.1072,16.4105,16.4103,15.8588,0.0305815,0.912353,0.0240979,0.0889643,
"C33A12,19",0.56013,0.491404,Q86D15,Uncharacterized protein,13.8931,11.5459,12.8415,13.1786,12.4515,12.1026,11.9571,12.7074,0.491404,0.252077,0.56013,1.07777,
vps-29,1.02998,1.12702,Q86D99;Q9XVX5,Vacuolar protein sorting-associated protein 29,14.8484,14.8331,14.8828,14.9221,14.1192,15.0004,13.5019,12.745,1.12702,0.0588642,1.02998,2.15449,
ifd-1,-0.800213,1.30065,Q86DC6,Intermediate filament protein ifd-1,14.5895,14.6397,14.4763,14.2526,14.5213,15.1525,16.0389,15.4464,1.30065,0.0404416,-0.800213,-2.44627,+
smi-1,-0.359026,0.277426,Q86DC9;Q9N405,SMN (Survival of motor neuron) protein Interactor,14.3671,15.3938,13.2647,14.662,14.6382,14.681,14.1797,15.6248,0.277426,0.447568,-0.359026,-0.669765,
spp-5,-0.46634,0.356218,Q86FL8,SaPosin-like Protein family,14.857,12.7828,14.1491,14.9984,14.5453,14.9933,15.1039,14.0102,0.356218,0.363201,-0.46634,-0.826136,
flp-33,-0.184925,0.195401,Q86G91,FMRF-Like Peptide,12.4542,13.3858,13.2354,14.0636,13.6347,12.9499,13.6395,13.6547,0.195401,0.561536,-0.184925,-0.495794,
adr-1,0.0666125,0.0712746,Q86GC2;Q86GC3,Adenosine Deaminase acting on RNA,13.8997,14.1909,14.2848,15.2796,14.5108,14.1958,14.016,14.6659,0.0712746,0.803864,0.0666125,0.199256,
dao-2,0.778778,1.23822,Q86LS4,Dauer or Aging adult Overexpression,18.33,17.9022,18.29,18.4715,16.5655,17.8289,17.9083,17.5758,1.23822,0.0467679,0.778778,2.34081,+
dve-1,-2.23713,3.1441,Q86MI0,Uncharacterized protein,12.0863,12.0693,11.5536,11.9941,14.5231,13.254,14.1248,14.75,3.1441,0.00194839,-2.23713,-6.34545,+
"CELE_Y71H10B,1",-0.13362,0.30734,Q86MI3;Q95X21;Q9TZC8,Uncharacterized protein,15.039,15.7038,15.7516,15.7518,15.7015,15.5417,15.7993,15.738,0.30734,0.412474,-0.13362,-0.730188,
col-95,-1.6413,2.32681,Q86MP1,COLlagen,12.1674,12.077,11.5457,13.3164,13.9698,13.9889,13.9244,13.7886,2.32681,0.00536396,-1.6413,-4.37141,+
"CELE_T22F3,3",1.27144,1.43637,Q86NC1,"Alpha-1,4 glucan phosphorylase",19.5624,17.9829,19.5417,19.5304,18.5906,17.9967,17.5784,17.3659,1.43637,0.0308668,1.27144,2.67843,+
asp-2,0.611687,1.14952,Q86NE0;Q86NE1,ASpartyl Protease,18.4374,18.9033,18.1625,18.5026,18.2341,17.3097,17.7151,18.3001,1.14952,0.0563903,0.611687,2.19206,
ttr-41,0.561208,0.908276,Q86NH9,TransThyretin-Related family domain,20.4547,20.6908,19.7435,20.5829,19.9139,19.5385,19.3705,20.4041,0.908276,0.0934178,0.561208,1.7908,
"C50D2,7",-0.805552,1.24136,Q86S40,Probable ADP-dependent glucokinase,14.5623,15.4769,14.2246,14.1456,15.4267,14.9587,15.6561,15.5901,1.24136,0.0464218,-0.805552,-2.34609,+
ugt-31,-0.24433,0.510576,Q86S61,UDP-GlucuronosylTransferase,15.4935,15.9938,15.8848,15.2232,15.9469,15.5282,15.9634,16.1342,0.510576,0.241164,-0.24433,-1.1122,
icd-2,-0.239958,0.370716,Q86S66,Nascent polypeptide-associated complex subunit alpha,18.8526,18.9899,18.6451,18.6999,19.5583,18.7735,18.4078,19.4077,0.370716,0.348734,-0.239958,-0.854009,
rme-1,-1.11896,0.546404,Q86S80,Receptor Mediated Endocytosis,11.9945,12.0264,10.1982,11.9079,12.0341,14.4184,13.5449,10.6054,0.546404,0.219462,-1.11896,-1.17588,
rabx-5,-0.884445,0.20642,Q8I100,RAB eXchange factor,16.009,13.9332,19.2729,11.9203,15.1186,18.0374,16.083,15.4342,0.20642,0.542764,-0.884445,-0.519978,
"CELE_M28,10",0.861465,1.68434,Q8I116,Uncharacterized protein,17.4496,17.4089,17.7821,18.1345,16.2726,16.8771,16.8383,17.3413,1.68434,0.0185621,0.861465,3.11618,+
gly-4,-1.10705,3.38002,Q8I136,Polypeptide N-acetylgalactosaminyltransferase 4,13.8388,13.4823,13.7127,13.853,14.8479,14.5295,14.7676,15.1699,3.38002,0.00132314,-1.10705,-7.0204,+
"CELE_ZK863,8",-0.866637,1.27796,Q8I4A6,Uncharacterized protein,12.4159,12.0717,11.7487,12.0343,13.3483,12.5271,13.6356,12.2263,1.27796,0.042514,-0.866637,-2.40786,+
"CELE_Y60A3A,21",0.360785,1.94884,Q8I4C1,Uncharacterized protein,16.3031,16.3735,16.5632,16.73,16.0803,16.2024,16.1404,16.1035,1.94884,0.011701,0.360785,3.60857,+
faah-4,0.0992277,0.690519,Q8I4C5;Q9U217,Fatty Acid Amide Hydrolase homolog,15.5928,15.6009,15.5986,15.7285,15.3898,15.6199,15.4675,15.6466,0.690519,0.153002,0.0992277,1.42538,
"CELE_T03F7,7",-0.634339,1.58003,Q8I4G3,Uncharacterized protein,11.2587,11.6562,11.7213,12.0706,12.5835,11.9503,12.2501,12.4601,1.58003,0.0231126,-0.634339,-2.92959,+
"CELE_K02C4,5",-0.346263,1.1649,Q8I4H7,Uncharacterized protein,12.2709,11.7313,11.7408,11.936,12.5028,12.0785,12.1744,12.3083,1.1649,0.0542346,-0.346263,-2.21779,
"CELE_F49E2,5",-4.18772,5.70762,Q8I4I3,Uncharacterized protein,12.797,12.6056,12.4587,12.6036,17.2418,16.2334,17.0622,16.6784,5.70762,0,-4.18772,-17.8905,+
hda-5,0.547301,0.320638,Q8I4I9,Histone deacetylase,15.4829,15.4862,14.9859,15.2273,13.7664,13.9133,16.8389,14.4744,0.320638,0.397968,0.547301,0.756615,
gls-1,-0.796367,1.28366,Q8I4M5,Germline survival defective-1,13.5223,13.5711,13.0129,12.2713,14.215,13.9825,13.6205,13.7451,1.28366,0.0419572,-0.796367,-2.41749,+
npp-22,-1.35326,1.15636,Q8I4N3,Nucleoporin ndc-1,12.5123,15.0204,14.2167,15.1629,15.5476,15.4529,15.8196,15.5053,1.15636,0.0555541,-1.35326,-2.2035,
gars-1,-0.671808,2.4465,Q8I711,Glycyl Amino-acyl tRNA Synthetase,16.0998,16.3361,16.2717,16.0952,16.9466,17.0736,16.9841,16.4858,2.4465,0.00459526,-0.671808,-4.63022,+
odr-4,-0.99659,1.3391,Q8I7F8,Odorant response abnormal protein 4,13.958,14.9892,15.1014,14.8159,16.44,15.9091,15.4599,15.0418,1.3391,0.0374619,-0.99659,-2.51161,+
